path	category	read_status	role	domain	key_symbols	contracts	dependencies	tests	docs_references	findings	size_bytes	line_count	last_commit_sha	last_commit_time	last_commit_subject
scripts/fetch_baostock_5min_batch.py	SCRIPT	FULL_TEXT_READ	Fetch A-share 5-minute bars from BaoStock with resumable batch semantics.	operations/script	"[""BaoStockTimeoutError"", ""FetchOutcome"", ""main"", ""_fetch_symbol"", ""_query_symbol"", ""_date_chunks"", ""_should_skip_existing_output"", ""_should_skip_existing_frame"", ""_read_existing_bars"", ""_existing_skip_outcome"", ""_latest_timestamp"", ""_incremental_fetch_start_date"", ""_merge_incremental_bars"", ""_load_checkpoint"", ""_checkpoint_can_skip"", ""_append_checkpoint"", ""_append_failure"", ""_initialize_csv"", ""_append_csv_row"", ""_safe_logout"", ""_silent_call"", ""_call_with_timeout"", ""_timeout_guard""]"	[]	"[""argparse"", ""csv"", ""signal"", ""socket"", ""sys"", ""threading"", ""time"", ""pandas"", ""__future__"", ""contextlib"", ""dataclasses"", ""datetime"", ""io"", ""pathlib"", ""typing"", ""market_regime_alpha.data_sources.a_share_bars"", ""market_regime_alpha.dividend_t.storage""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	20612	534	24c8de2b5141d4d6a80d3f23eef1b6d084a48ecd	2026-07-09T00:03:11+08:00	Initial market-regime-alpha migration
scripts/fetch_dividend_5min_csv.py	SCRIPT	FULL_TEXT_READ	Fetch normalized 5-minute A-share CSV files for dividend T backtests.	operations/script	"[""main"", ""_fetch_one_isolated"", ""_fetch_one_child"", ""_fetch_one"", ""_should_skip_existing_output"", ""_SymbolTimeout"", ""_symbol_timeout""]"	[]	"[""argparse"", ""signal"", ""sys"", ""time"", ""__future__"", ""concurrent.futures"", ""datetime"", ""multiprocessing"", ""pathlib"", ""queue"", ""typing"", ""market_regime_alpha.data_sources.a_share_bars"", ""market_regime_alpha.dividend_t.storage""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	10219	243	24c8de2b5141d4d6a80d3f23eef1b6d084a48ecd	2026-07-09T00:03:11+08:00	Initial market-regime-alpha migration
scripts/fetch_tushare_bars.py	SCRIPT	FULL_TEXT_READ	Fetch Tushare A-share bars and save normalized CSV.	operations/script	"[""main"", ""_default_output"", ""_clean_part""]"	[]	"[""argparse"", ""sys"", ""__future__"", ""pathlib"", ""market_regime_alpha.data_sources.tushare_client""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	2456	69	24c8de2b5141d4d6a80d3f23eef1b6d084a48ecd	2026-07-09T00:03:11+08:00	Initial market-regime-alpha migration
scripts/fetch_yfinance_5min.py	SCRIPT	FULL_TEXT_READ	Fetch one symbol's recent 5-minute bars from yfinance and write CSV.	operations/script	"[""main""]"	[]	"[""argparse"", ""sys"", ""__future__"", ""pathlib"", ""market_regime_alpha.data_sources.a_share_bars""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	1165	36	24c8de2b5141d4d6a80d3f23eef1b6d084a48ecd	2026-07-09T00:03:11+08:00	Initial market-regime-alpha migration
scripts/run_mr1_overnight_morning_pop_validation.py	SCRIPT	FULL_TEXT_READ	Run MR-1 from one immutable EXPLORATORY PRR Dataset without provider access.	operations/script	"[""build_parser"", ""main""]"	[]	"[""argparse"", ""sys"", ""__future__"", ""pathlib"", ""typing"", ""market_regime_alpha.research.mr1_research_runner""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	1193	43	50082506a549abb7f9859a801e7a88fc2d1ea964	2026-07-18T15:04:52+08:00	feat: add reproducible Candidate replay and morning-pop research
scripts/run_mr2_morning_pop_failure_decomposition.py	SCRIPT	FULL_TEXT_READ	Run bounded MR-2 diagnostics from an immutable Dataset and corrected MR-1 artifact.	operations/script	"[""build_parser"", ""main"", ""_add_day_contributions"", ""_regime_slices"", ""_base_equity_groups"", ""_compound"", ""_exit_target"", ""_target_baseline"", ""_mean_rank_ic"", ""_rate"", ""_pearson"", ""_failure_summary"", ""_run_id"", ""_write_run"", ""_write_report"", ""_verify_checksums"", ""_write_parquet"", ""_write_checksums"", ""_read_json"", ""_write_json"", ""_hash_path"", ""_canonical""]"	[]	"[""argparse"", ""json"", ""shutil"", ""sys"", ""pandas"", ""__future__"", ""hashlib"", ""pathlib"", ""typing"", ""market_regime_alpha.research.mr2_failure_decomposition"", ""market_regime_alpha.research.prr_artifact_reader""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	16113	276	50082506a549abb7f9859a801e7a88fc2d1ea964	2026-07-18T15:04:52+08:00	feat: add reproducible Candidate replay and morning-pop research
scripts/run_mr2a_leak_free_regime.py	SCRIPT	FULL_TEXT_READ	Publish MR-2A leak-free regime diagnostics from immutable Dataset/MR-1 evidence.	operations/script	"[""h"", ""wj"", ""main""]"	[]	"[""argparse"", ""json"", ""sys"", ""subprocess"", ""pandas"", ""__future__"", ""hashlib"", ""pathlib"", ""typing"", ""market_regime_alpha.research.mr2_failure_decomposition"", ""market_regime_alpha.research.prr_artifact_reader"", ""market_regime_alpha.research.mr2a_regime""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	7480	176	50082506a549abb7f9859a801e7a88fc2d1ea964	2026-07-18T15:04:52+08:00	feat: add reproducible Candidate replay and morning-pop research
scripts/run_mr2b_f2a_conditionality_inputs.py	SCRIPT	FULL_TEXT_READ	Publish MR-2B F2A descriptive inputs from verified Dataset and MR-1 evidence.	operations/script	"[""build_parser"", ""main""]"	[]	"[""argparse"", ""sys"", ""__future__"", ""pathlib"", ""typing"", ""market_regime_alpha.research.mr2b_f2a_artifacts""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	1270	44	536064007cf08b9ac7019443cc13a6c017d0b569	2026-07-18T18:29:23+08:00	feat: add exact-context and multi-seed Candidate excess evidence
scripts/run_mr2b_f2b_statistical_closure.py	SCRIPT	FULL_TEXT_READ	Run frozen MR-2B F2B directional statistical closure from verified evidence.	operations/script	"[""build_parser"", ""main""]"	[]	"[""argparse"", ""sys"", ""__future__"", ""pathlib"", ""typing"", ""market_regime_alpha.research.mr2b_f2b_artifacts""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	1361	44	6645b38b1b5caa64b4325ad8522e9897a7de8c3f	2026-07-18T20:09:49+08:00	feat: close MR-2B directional statistical validation
scripts/run_mr2b_f2b_v2_statistical_closure.py	SCRIPT	FULL_TEXT_READ	Run the immutable coverage-first MR-2B F2B v2 closure.	operations/script	"[""main""]"	[]	"[""argparse"", ""__future__"", ""pathlib"", ""market_regime_alpha.research.mr2b_f2b_v2_artifacts""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	1005	36	9e32673c2d53416e07d355f6d6b101c35e2a97ab	2026-07-18T21:04:51+08:00	fix: harden MR-2B low-coverage and path-diagnostic semantics
scripts/run_mr2b_f2b_v3_statistical_closure.py	SCRIPT	FULL_TEXT_READ	Run the immutable coverage-first MR-2B F2B v3 closure.	operations/script	"[""main""]"	[]	"[""argparse"", ""__future__"", ""pathlib"", ""market_regime_alpha.research.mr2b_f2b_v3_artifacts""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	1112	38	b1726393a1ff7747807f1cacfb52f299fecb5911	2026-07-22T22:05:27+08:00	fix: close post-merge research Artifact identity reviews (#9)
scripts/run_pit_candidate_replication.py	SCRIPT	FULL_TEXT_READ	Publish PIT Candidate replication evidence or an explicit provider blocker.	operations/script	"[""main"", ""_revision""]"	[]	"[""argparse"", ""subprocess"", ""__future__"", ""pathlib"", ""market_regime_alpha.research.pit_replication_runner""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	1120	43	5d19cee4a1dac4651c71a569a3a45d2a84b2b0df	2026-07-18T21:40:07+08:00	feat: establish PIT Candidate replication validation foundation
scripts/run_pit_candidate_replication_v2.py	SCRIPT	FULL_TEXT_READ	Run sealed PIT Candidate replication v2 or publish a truthful provider blocker.	operations/script	"[""main""]"	[]	"[""argparse"", ""__future__"", ""datetime"", ""pathlib"", ""market_regime_alpha.research.pit_replication_success_v2_runner""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	1241	40	191e9c31d338d8d81a78332111059b50b3de2a60	2026-07-19T00:38:16+08:00	feat: implement sealed PIT Candidate replication pipeline (#8)
scripts/run_prr_mvp_1_candidate_backtest.py	SCRIPT	FULL_TEXT_READ	Run the bounded EXPLORATORY PRR-MVP-1 Candidate replay without trading side effects.	operations/script	"[""build_parser"", ""main"", ""_parse_retrieved_at"", ""_config_snapshot"", ""_revision"", ""_canonical_hash"", ""_file_hash""]"	[]	"[""argparse"", ""json"", ""subprocess"", ""sys"", ""__future__"", ""datetime"", ""hashlib"", ""pathlib"", ""typing"", ""zoneinfo"", ""market_regime_alpha.core.time"", ""market_regime_alpha.dividend_t.storage"", ""market_regime_alpha.dividend_t.trend_snapshot"", ""market_regime_alpha.research.prr_mvp_1"", ""market_regime_alpha.research.prr_mvp_1_artifacts"", ""market_regime_alpha.research.tencent_composite_execution"", ""market_regime_alpha.data_sources.a_share_bars"", ""market_regime_alpha.research.tencent_composite_acquisition"", ""functools""]"	[]	"[""docs/MACD-Research-Audit.md"", ""docs/Tushare-App.md"", ""docs/Sell-Side-Model-Spec.md"", ""docs/Usage-Manual.md"", ""docs/Formal-Data-Source-PoC-2026-07-14.md"", ""docs/Project-Structure.md"", ""docs/Data-Spec.md"", ""docs/Dividend-T-Platform.md"", ""docs/Formal-Data-Source-Capability-Audit.md"", ""docs/Formal-MACD-Dataset-Builder-Plan.md"", ""docs/README.md"", ""docs/退神股票涨跌理论-量化实现差距分析.md"", ""docs/theory/退神股票涨跌理论.md"", ""docs/development/WP-0-Close-B1-Verification.md"", ""docs/roadmap/Phase-D-Work-Packages.md"", ""docs/specs/Xuntou-P0-Native-Field-Mapping.md"", ""docs/specs/ETFDirectionSnapshot.md"", ""docs/specs/DailyResearchSnapshot.md"", ""docs/specs/Xuntou-PIT-Field-Mapping-V4.md"", ""docs/specs/ManualTradeRecord.md"", ""docs/specs/PositionSnapshot.md"", ""docs/specs/CandidateRecommendation.md"", ""docs/specs/FailureReasonTaxonomy.md"", ""docs/specs/ThemeDirectionSnapshot.md"", ""docs/specs/Xuntou-PIT-Validation-Bundle-V4.md"", ""docs/specs/ExitAssessment.md"", ""docs/specs/Entry-Path-Target-V1.md"", ""docs/specs/DailyReviewReport.md"", ""docs/specs/CapitalContextSnapshot.md"", ""docs/specs/EntryAssessment.md""]"	[]	10847	257	50082506a549abb7f9859a801e7a88fc2d1ea964	2026-07-18T15:04:52+08:00	feat: add reproducible Candidate replay and morning-pop research
